"is christian bale starring","131","starring","Christian_Bale","ASK WHERE { res:Batman_Begins dbo:starring res:Christian_Bale }","Is Christian Bale starring in Batman Begins? [starring=dbo:starring]","","",""
"is christian bale starring","314","starring","Christian_Bale","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Velvet_Goldmine dbo:starring res:Christian_Bale }","Is Christian Bale starring in Velvet Goldmine? [starring_in=dbo:starring]","","",""
"is gimp written? [written=dbo:programminglanguage]","247","programmingLanguage","-","SELECT DISTINCT ?uri WHERE { res:GIMP dbo:programmingLanguage ?uri }","In which programming language is GIMP written? [written=dbo:programmingLanguage]","","",""
"is horse racing a","223","type","Sport","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { dbr:Horse_racing rdf:type dbo:Sport }","Is horse racing a sport? [racing=rdf:type]","","",""
"is syngman rhee buried?","333","restingPlace","-","SELECT DISTINCT ?uri WHERE { res:Syngman_Rhee dbo:restingPlace ?uri }","Where is Syngman Rhee buried? [burried=dbo:restingPlace]","","",""
"is the daughter of","27","spouse","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Ingrid_Bergman dbo:child ?child . ?child <http://dbpedia.org/property/spouse> ?uri }","Who is the daughter of Ingrid Bergman married to? [married_to=dbp:spouse]","","",""
"is the total amount","111","employees","-","SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/New_York_City_Fire_Department> <http://dbpedia.org/property/employees> ?num }","What is the total amount of men and women serving in the FDNY?","","",""
"is the wife of","227","label","Michelle","ASK WHERE { res:Barack_Obama dbo:spouse ?spouse . ?spouse rdfs:label ?name FILTER regex(?name, ""Michelle"") }","Is the wife of president Obama called Michelle? [called=rdfs:label]","","",""
"is there a video","358","label","Battle Chess@en","ASK WHERE { ?uri rdf:type dbo:VideoGame ; rdfs:label ""Battle Chess""@en }","Is there a video game called Battle Chess? [called=rdfs:label]","","",""
"join the eu? [join=dbp:accessioneudate]","138","accessioneudate","-","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Latvia> <http://dbpedia.org/property/accessioneudate> ?date }","When did Latvia join the EU? [join=dbp:accessioneudate]","","",""
"launched from baikonur? [launched_from=dbp:launchpad]","23","launchPad","Baikonur_Cosmodrome","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/launchPad> res:Baikonur_Cosmodrome }","Which spaceflights were launched from Baikonur? [launched_from=dbp:launchPad]","","",""
"live in poland? [live_in=dbo:populationtotal]","225","populationTotal","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Poland dbo:populationTotal ?uri }","How many people live in Poland? [live_in=dbo:populationTotal]","","",""
"married to president chirac?","302","spouse","Tom_Cruise","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Jacques_Chirac dbo:spouse ?uri }","Who was married to president Chirac? [married_to=dbo:spouse]","","",""
"need for carrot cake?","199","ingredient","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Carrot_cake dbo:ingredient ?uri }","Which ingredients do I need for carrot cake? [need_for=dbo:ingredient]","","",""
"play for real madrid?real_madrid_c.f.","334","team","","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Neymar dbo:team <http://dbpedia.org/resource/Real_Madrid_C.F.> }","Does Neymar play for Real Madrid?Real_Madrid_C.F. [play_for=dbo:team]","","",""
"played agent smith in","162","portrayer","-","PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { res:Agent_Smith <http://dbpedia.org/ontology/portrayer> ?uri }","Who played Agent Smith in Matrix? [played_X_in=dbo:portrayer]","","",""
"played gus fring in","204","portrayer","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Gus_Fring dbo:portrayer ?uri }","Who played Gus Fring in Breaking Bad? [play_X_in=dbo:portrayer]","","",""
"possess gold minerals? [possess=rdf:type]","26","type","WikicatStatesOfTheUnitedStates","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:mineral ?mineral FILTER regex(?mineral, ""gold"", ""i"") }","Which U.S. states possess gold minerals? [possess=rdf:type]","","",""
"produced by steven spielberg","182","director","Steven_Spielberg","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Steven_Spielberg> . ?uri <http://dbpedia.org/ontology/budget> ?b . FILTER( xsd:double(?b) >= 8.0E7 ) }","Give me all films produced by Steven Spielberg with a budget of at least $80 million. [produced_by=dbo:director]","","",""
"produced the most films?","84","producer","-","SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/producer> ?uri . } ORDER BY DESC(COUNT(?film)) OFFSET 0 LIMIT 1","Who produced the most films? [produced=dbo:producer]","","",""
"programming language is gimp","247","programmingLanguage","-","SELECT DISTINCT ?uri WHERE { res:GIMP dbo:programmingLanguage ?uri }","In which programming language is GIMP written? [written=dbo:programmingLanguage]","","",""
"racing a sport? [racing=rdf:type]","223","type","Sport","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { dbr:Horse_racing rdf:type dbo:Sport }","Is horse racing a sport? [racing=rdf:type]","","",""
"released between 1980 and","136","releaseDate","-","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Song> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Bruce_Springsteen> . ?uri <http://dbpedia.org/ontology/releaseDate> ?date . FILTER (?date >= '1980-01-01'^^xsd:date && ?date <= '1990-12-31'^^xsd:date) }","Show me all songs from Bruce Springsteen released between 1980 and 1990. [released=dbo:releaseDate]","","",""
"serving in the fdny?","111","employees","-","SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/New_York_City_Fire_Department> <http://dbpedia.org/property/employees> ?num }","What is the total amount of men and women serving in the FDNY?","","",""
"show a list of","46","league","","","Show a list of soccer clubs that play in the Bundesliga. [play_in=dbo:league]","","",""
"show me all songs","136","releaseDate","-","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Song> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Bruce_Springsteen> . ?uri <http://dbpedia.org/ontology/releaseDate> ?date . FILTER (?date >= '1980-01-01'^^xsd:date && ?date <= '1990-12-31'^^xsd:date) }","Show me all songs from Bruce Springsteen released between 1980 and 1990. [released=dbo:releaseDate]","","",""
"show me everyone who","79","dbo:birthDate","Halloween","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/birthDate> ?date } UNION { ?uri <http://dbpedia.org/property/birthDate> ?date } <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }","Show me everyone who was born on Halloween.[born_on=dbo:birthDate]","","",""
"spoken in colombia? [spoken_in=dbo:language]","385","language","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri rdf:type dbo:Language . res:Colombia dbo:language ?uri }","How many languages are spoken in Colombia? [spoken_in=dbo:language]","","",""
"spoken in estonia? [spoken_in=dbo:spokenin]","187","spokenIn","-","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spokenIn> <http://dbpedia.org/resource/Estonia> }","Which languages are spoken in Estonia? [spoken_in=dbo:spokenIn]","","",""
"spoken in turkmenistan? [spoken_in=dbo:language]","307","language","Estonia","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT (COUNT(DISTINCT ?x) AS ?c) WHERE { res:Turkmenistan dbo:language ?x }","How many languages are spoken in Turkmenistan? [spoken_in=dbo:language]","","",""
"starring brad pitt were","12","starring","-","","Which movies starring Brad Pitt were directed by Guy Ritchie? [starring=dbo:starring]","","",""
"starring in batman begins?","131","starring","Christian_Bale","ASK WHERE { res:Batman_Begins dbo:starring res:Christian_Bale }","Is Christian Bale starring in Batman Begins? [starring=dbo:starring]","","",""
"starring in last action","412","starring","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Last_Action_Hero dbo:starring ?uri }","Give me all actors starring in Last Action Hero. [starring_in=dbo:starring]","","",""
"starring in velvet goldmine?","314","starring","Christian_Bale","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Velvet_Goldmine dbo:starring res:Christian_Bale }","Is Christian Bale starring in Velvet Goldmine? [starring_in=dbo:starring]","","",""
"start the final match","281","date","-","PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?Date WHERE { dbr:2018_FIFA_World_Cup dbp:date ?Date } ORDER BY DESC(?Date) LIMIT 1","When will start the final match of the football world cup 2018 [start=dbp:date]?","","",""
"studied in istanbul? [studied_in=dbo:almamater]","100","almaMater","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> { ?uri <http://dbpedia.org/ontology/almaMater> ?x } UNION { ?uri <http://dbpedia.org/ontology/education> ?x } { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Istanbul> } UNION { ?x <http://dbpedia.org/property/city> <http://dbpedia.org/resource/Istanbul> } }","Which writers studied in Istanbul? [studied_in=dbo:almaMater]","","",""
"succeeded john paul ii?","72","[dbo:successor]","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pope_John_Paul_II> <http://dbpedia.org/property/successor> ?uri }","Which pope succeeded John Paul II? [succeeded=dbo:successor]","","",""
"using the west african","147","currency","West_African_CFA_franc","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/West_African_CFA_franc> }","In which countries can you pay using the West African CFA franc? [ pay=dbo:currency]","","",""
"was alberta admitted as","89","admittancedate","-","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Alberta> <http://dbpedia.org/property/admittancedate> ?date }","When was Alberta admitted as province? [admitted_as=dbo:admittancedate]","","",""
"was bach born? [born=dbo:birthplace]","348","birthPlace","-","","Where was Bach born? [born=dbo:birthPlace]","","",""
"was born on halloween.[born_on=dbo:birthdate]","79","dbo:birthDate","Halloween","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/birthDate> ?date } UNION { ?uri <http://dbpedia.org/property/birthDate> ?date } <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }","Show me everyone who was born on Halloween.[born_on=dbo:birthDate]","","",""
"was buried in the","359","restingPlace","Great_Pyramid_of_Giza","SELECT ?uri WHERE { ?uri dbo:restingPlace dbr:Great_Pyramid_of_Giza }","Who was buried in the Great Pyramid of Giza? [buried_in=dbo:restingPlace]","","",""
"was casted in the","133","dbo:starring","Actor","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . ?f <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?f <http://dbpedia.org/ontology/starring> ?uri . } ORDER BY DESC(COUNT(DISTINCT(?f))) OFFSET 0 LIMIT 1","Which actor was casted in the most movies? [casted_in=dbo:starring]","","",""
"was jfk assassinated? [assassinated=dbo:deathplace]","77","deathPlace","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri }","Where was JFK assassinated? [assassinated=dbo:deathPlace]","","",""
"was john adams born?","252","birthDate","-","SELECT DISTINCT ?date WHERE { res:John_Adams dbo:birthDate ?date }","When was John Adams born? [born=dbo:birthDate]","","",""
"was julia roberts starring?","63","director","-","","In which films directed by Garry Marshall was Julia Roberts starring? [directed_by=dbo:director]","","",""
"was married to president","302","spouse","Tom_Cruise","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Jacques_Chirac dbo:spouse ?uri }","Who was married to president Chirac? [married_to=dbo:spouse]","","",""
"was natalie portman born","318","birthPlace","-","ASK WHERE { res:Natalie_Portman dbo:birthPlace ?city . ?city dbo:country res:United_States }","Was Natalie Portman born in the United States? [born_in=dbo:birthPlace]","","",""
"was rachel stevens born?","243","birthYear","-","SELECT DISTINCT ?uri WHERE { res:Rachel_Stevens dbo:birthYear ?uri }","In which year was Rachel Stevens born? [born=dbo:birthYear]","","",""
"was the first to","384","firstAscentPerson","-","SELECT DISTINCT ?uri WHERE { res:Mount_Everest dbo:firstAscentPerson ?uri }","Who was the first to climb Mount Everest? [climb=dbo:firstAscentPerson]","","",""
"was the former dutch","95","burialPlace","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juliana_of_the_Netherlands> <http://dbpedia.org/property/burialPlace> ?uri . ?uri a <http://dbpedia.org/ontology/Settlement> }","In which city was the former Dutch queen Juliana buried? [burried=dbo:burialPlace]","","",""
"was the last episode","226","completionDate","-","SELECT ?date WHERE { dbr:Friends dbo:completionDate ?date }","When was the last episode of the TV series Friends aired? [aired_at=dbo:completionDate]","","",""
"was the pope that","190","foundedBy","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri rdf:type dbo:Pope . res:Vatican_Television_Center dbo:foundedBy ?uri }","Who was the pope that founded the Vatican Television? [founded=dbo:foundedBy]","","",""
"was the statue of","35","beginningDate","-","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Statue_of_Liberty> <http://dbpedia.org/property/beginningDate> ?date }","When was the Statue of Liberty built? [built=dbo:beginningDate]","","",""
"was the titanic completed?","325","completionDate","-","SELECT DISTINCT ?date WHERE { res:RMS_Titanic dbo:completionDate ?date }","When was the Titanic completed? [completed=dbo:completionDate]","","",""
"was the wife of","245","label","Mary","ASK WHERE { res:Abraham_Lincoln dbo:spouse ?spouse . ?spouse rdfs:label ?name FILTER regex(?name, ""Mary"") }","Was the wife of president Lincoln called Mary? [called=rdfs:label]","","",""
"was u.s. president jackson","324","battle","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Andrew_Jackson dbo:battle ?battle }","Was U.S. president Jackson involved in a war? [involved_in=dbo:battle]","","",""
"was vincent van gogh","339","influenced","Vincent_van_Gogh","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:influenced res:Vincent_van_Gogh }","Who was Vincent van Gogh inspired by? [inspired_by=dbo:influenced]","","",""
"were born in 1945?","43","birthDate","1945","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/President> ; <http://dbpedia.org/ontology/birthDate> ?date FILTER regex(?date, ""^1945"") }","Which presidents were born in 1945? [born_in=dbo:birthDate]","","",""
"were born in germany?","82","birthPlace","Germany","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Actor> { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Germany> } UNION { ?uri <http://dbpedia.org/ontology/birthPlace> ?place . ?place <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> } }","Which actors were born in Germany? [born_in=dbo:birthPlace]","","",""
"were born in paris","69","birthPlace","Paris","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Paris> . ?uri <http://dbpedia.org/ontology/birthDate> ?date . FILTER ( ?date >= xsd:dateTime('1950-12-31T00:00:00Z')) }","Give me all actors who were born in Paris after 1950. [born_in=dbo:birthPlace]","","",""
"were called after benjamin","117","shipNamesake","Benjamin_Franklin","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/shipNamesake> <http://dbpedia.org/resource/Benjamin_Franklin> }","Which ships were called after Benjamin Franklin? [called_after=dbo:shipNamesake]","","",""
"were created by walt","321","creator","-","","Which television shows were created by Walt Disney? [created_by=dbo:creator]","","",""
"were directed by guy","12","starring","-","","Which movies starring Brad Pitt were directed by Guy Ritchie? [starring=dbo:starring]","","",""
"were founded in 1930?","150","foundingYear","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Organisation> { ?uri <http://dbpedia.org/ontology/formationYear> ?date } UNION { ?uri <http://dbpedia.org/ontology/foundingYear> ?date } FILTER regex(?date, ""^1930"") }","Which organizations were founded in 1930? [found_in=dbo:foundingYear]","","",""
"were founded in 1950?","18","formationYear","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Organisation { ?uri dbo:formationYear ?date } UNION { ?uri dbo:foundingYear ?date } UNION { ?uri dbp:foundation ?date } UNION { ?uri dbp:formation ?date } FILTER regex(?date, ""^1950"") }","Which organizations were founded in 1950? [founded_in=dbo:formationYear]","","",""
"were influenced by perl?","114","influencedBy","Perl","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> { ?uri <http://dbpedia.org/ontology/influencedBy> <http://dbpedia.org/resource/Perl> } UNION { <http://dbpedia.org/resource/Perl> <http://dbpedia.org/ontology/influenced> ?uri } }","Which programming languages were influenced by Perl? [influenced_by=dbo:influencedBy]","","",""
"were launched from baikonur?","23","launchPad","Baikonur_Cosmodrome","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/launchPad> res:Baikonur_Cosmodrome }","Which spaceflights were launched from Baikonur? [launched_from=dbp:launchPad]","","",""
"were the hells angels","92","founded","-","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Hells_Angels> <http://dbpedia.org/property/founded> ?date }","When were the Hells Angels founded? [founded=dbp:founded]","","",""
"win a nobel prize","326","award","Nobel_Prize_in_Physics","ASK WHERE { res:Nikola_Tesla dbo:award res:Nobel_Prize_in_Physics }","Did Tesla win a nobel prize in physics? [win=bo:award]","","",""
"win the grand prix","309","award","-","ASK WHERE { res:Aki_Kaurism??ki dbo:award <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> }","Did Kaurism??ki ever win the Grand Prix at Cannes? [win=dbo:award]","","",""
"writes the farmers' almanac?","401","editor","-","SELECT ?uri WHERE { <http://dbpedia.org/resource/Farmers'_Almanac> dbp:editor ?uri }","Who writes the Farmers' Almanac? [writes=dbp:editor]","","",""
"written by the author","119","author","John_Green_(author)","SELECT ?books WHERE { ?books dbo:author <http://dbpedia.org/resource/John_Green_(author)> }","What other books have been written by the author of The Fault in Our Stars? [written_by=dbo:author]","","",""
"wrote the book les","195","author","-","SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri }","Who wrote the book Les Piliers de la terre? [wrote=dbo:author]","","",""
"wrote the book the","21","author","-","SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri }","Who wrote the book The pillars of the Earth? [wrote=dbo:author]","","",""
"wrote the book the","335","author","-","SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri }","Who wrote the book The Pillars of the Earth? [wrote=dbo:author]","","",""
"wrote the game of","397","composer","-","SELECT DISTINCT ?uri WHERE { res:Game_of_Thrones dbo:composer ?uri }","Who wrote the Game of Thrones theme? [wrote=dbo:composer]","","",""
"wrote the hunger games?","129","author","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Hunger_Games> <http://dbpedia.org/property/author> ?uri }","Who wrote The Hunger Games? [wrote=dbo:author]","","",""
"wrote the most books?","121","author","-","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Poet> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> . } ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1","Which poet wrote the most books? [wrote=dbo:author]","","",""
"wrote the most books?","123","author","-","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Musician> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> . } ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1","Which musician wrote the most books? [wrote=dbo:author]","","",""
"wrote the song hotel","379","writer","-","SELECT DISTINCT ?uri WHERE { res:Hotel_California dbo:writer ?uri }","Who wrote the song Hotel California? [wrote=dbo:writer]","","",""
